Date,Price,Open,High,Low,Volume,Change%
2024-10-08,1.3647,1.3620,1.3676,1.3610,NULL,0.23%
2024-10-07,1.3616,1.3568,1.3641,1.3567,NULL,0.33%
2024-10-04,1.3571,1.3555,1.3592,1.3544,NULL,0.14%
2024-10-03,1.3552,1.3502,1.3561,1.3494,NULL,0.38%
2024-10-02,1.3501,1.3491,1.3512,1.3472,NULL,0.08%
2024-10-01,1.3490,1.3525,1.3541,1.3481,NULL,-0.25%
2024-09-30,1.3524,1.3514,1.3539,1.3489,NULL,0.09%
2024-09-27,1.3512,1.3465,1.3528,1.3463,NULL,0.36%
2024-09-26,1.3464,1.3486,1.3491,1.3457,NULL,-0.14%
2024-09-25,1.3483,1.3432,1.3488,1.3419,NULL,0.39%
2024-09-24,1.3430,1.3539,1.3542,1.3430,NULL,-0.81%
2024-09-23,1.3540,1.3562,1.3584,1.3486,NULL,-0.21%
2024-09-20,1.3569,1.3559,1.3591,1.3541,NULL,0.08%
2024-09-19,1.3558,1.3604,1.3649,1.3532,NULL,-0.34%
2024-09-18,1.3604,1.3596,1.3624,1.3541,NULL,0.05%
2024-09-17,1.3597,1.3584,1.3618,1.3579,NULL,0.09%
2024-09-16,1.3585,1.3592,1.3609,1.3566,NULL,0.00%
2024-09-13,1.3585,1.3582,1.3601,1.3564,NULL,0.04%
2024-09-12,1.3580,1.3575,1.3606,1.3564,NULL,0.07%
2024-09-11,1.3571,1.3609,1.3624,1.3566,NULL,-0.29%
2024-09-10,1.3610,1.3558,1.3617,1.3554,NULL,0.40%
2024-09-09,1.3556,1.3571,1.3580,1.3545,NULL,-0.11%
2024-09-06,1.3571,1.3505,1.3584,1.3466,NULL,0.50%
2024-09-05,1.3503,1.3507,1.3527,1.3501,NULL,-0.02%
2024-09-04,1.3506,1.3554,1.3567,1.3500,NULL,-0.32%
2024-09-03,1.3550,1.3493,1.3564,1.3491,NULL,0.44%
2024-09-02,1.3491,1.3489,1.3506,1.3480,NULL,-0.01%
2024-08-30,1.3493,1.3484,1.3510,1.3465,NULL,0.07%
2024-08-29,1.3483,1.3479,1.3492,1.3449,NULL,0.02%
2024-08-28,1.3480,1.3447,1.3489,1.3440,NULL,0.30%
2024-08-27,1.3440,1.3487,1.3489,1.3442,NULL,-0.35%
2024-08-26,1.3487,1.3506,1.3518,1.3462,NULL,-0.15%
2024-08-23,1.3507,1.3617,1.3619,1.3498,NULL,-0.79%
2024-08-22,1.3615,1.3595,1.3620,1.3571,NULL,0.15%
2024-08-21,1.3595,1.3621,1.3626,1.3575,NULL,-0.17%
2024-08-20,1.3618,1.3634,1.3643,1.3604,NULL,-0.12%
2024-08-19,1.3634,1.3695,1.3695,1.3628,NULL,-0.31%
2024-08-16,1.3676,1.3730,1.3739,1.3677,NULL,-0.38%
2024-08-15,1.3728,1.3718,1.3740,1.3694,NULL,0.10%
2024-08-14,1.3714,1.3705,1.3726,1.3688,NULL,0.07%
2024-08-13,1.3704,1.3744,1.3748,1.3705,NULL,-0.27%
2024-08-12,1.3741,1.3730,1.3748,1.3718,NULL,0.09%
2024-08-09,1.3729,1.3732,1.3752,1.3718,NULL,0.01%
2024-08-08,1.3728,1.3760,1.3767,1.3726,NULL,-0.22%
2024-08-07,1.3758,1.3785,1.3792,1.3721,NULL,-0.20%
2024-08-06,1.3785,1.3825,1.3857,1.3756,NULL,-0.27%
2024-08-05,1.3823,1.3872,1.3947,1.3809,NULL,-0.35%
2024-08-02,1.3872,1.3876,1.3889,1.3833,NULL,-0.01%
2024-08-01,1.3873,1.3807,1.3891,1.3796,NULL,0.47%
2024-07-31,1.3808,1.3849,1.3860,1.3787,NULL,-0.28%
2024-07-30,1.3847,1.3853,1.3866,1.3837,NULL,-0.03%
2024-07-29,1.3851,1.3834,1.3866,1.3815,NULL,0.13%
2024-07-26,1.3833,1.3825,1.3850,1.3806,NULL,0.07%
2024-07-25,1.3824,1.3808,1.3849,1.3796,NULL,0.12%
2024-07-24,1.3807,1.3785,1.3817,1.3777,NULL,0.19%
2024-07-23,1.3781,1.3755,1.3787,1.3752,NULL,0.22%
2024-07-22,1.3751,1.3727,1.3776,1.3705,NULL,0.14%
2024-07-19,1.3732,1.3706,1.3749,1.3701,NULL,0.20%
2024-07-18,1.3704,1.3683,1.3720,1.3670,NULL,0.16%
2024-07-17,1.3682,1.3674,1.3703,1.3655,NULL,0.08%
2024-07-16,1.3671,1.3684,1.3709,1.3665,NULL,-0.08%
2024-07-15,1.3682,1.3633,1.3690,1.3630,NULL,0.37%
2024-07-12,1.3631,1.3632,1.3641,1.3610,NULL,-0.01%
2024-07-11,1.3632,1.3620,1.3649,1.3588,NULL,0.10%
2024-07-10,1.3618,1.3636,1.3644,1.3607,NULL,-0.12%
2024-07-09,1.3634,1.3639,1.3649,1.3627,NULL,-0.01%
2024-07-08,1.3635,1.3641,1.3649,1.3623,NULL,-0.03%
2024-07-05,1.3639,1.3613,1.3655,1.3602,NULL,0.19%
2024-07-04,1.3613,1.3637,1.3643,1.3607,NULL,-0.18%
2024-07-03,1.3638,1.3678,1.3688,1.3617,NULL,-0.28%
2024-07-02,1.3676,1.3737,1.3756,1.3667,NULL,-0.43%
2024-07-01,1.3735,1.3678,1.3750,1.3662,NULL,0.42%
2024-06-28,1.3677,1.3701,1.3735,1.3654,NULL,-0.18%
2024-06-27,1.3701,1.3702,1.3714,1.3676,NULL,0.01%
2024-06-26,1.3700,1.3657,1.3709,1.3649,NULL,0.33%
2024-06-25,1.3655,1.3657,1.3682,1.3629,NULL,0.01%
2024-06-24,1.3654,1.3696,1.3710,1.3649,NULL,-0.29%
2024-06-21,1.3694,1.3687,1.3719,1.3674,NULL,0.05%
2024-06-20,1.3687,1.3708,1.3722,1.3681,NULL,-0.13%
2024-06-19,1.3705,1.3718,1.3727,1.3697,NULL,-0.09%
2024-06-18,1.3717,1.3724,1.3758,1.3708,NULL,-0.04%
2024-06-17,1.3722,1.3735,1.3766,1.3720,NULL,-0.09%
2024-06-14,1.3735,1.3745,1.3781,1.3727,NULL,-0.05%
2024-06-13,1.3742,1.3723,1.3766,1.3714,NULL,0.15%
2024-06-12,1.3722,1.3759,1.3762,1.3679,NULL,-0.25%
2024-06-11,1.3757,1.3760,1.3793,1.3747,NULL,-0.01%
2024-06-10,1.3758,1.3755,1.3783,1.3753,NULL,-0.04%
2024-06-07,1.3764,1.3670,1.3769,1.3662,NULL,0.70%
2024-06-06,1.3668,1.3695,1.3711,1.3664,NULL,-0.18%
2024-06-05,1.3692,1.3678,1.3743,1.3665,NULL,0.10%
2024-06-04,1.3678,1.3628,1.3700,1.3620,NULL,0.37%
2024-06-03,1.3627,1.3628,1.3670,1.3602,NULL,0.01%
2024-05-31,1.3626,1.3679,1.3691,1.3618,NULL,-0.38%
2024-05-30,1.3678,1.3718,1.3736,1.3659,NULL,-0.26%
2024-05-29,1.3714,1.3644,1.3721,1.3641,NULL,0.51%
2024-05-28,1.3645,1.3637,1.3655,1.3613,NULL,0.10%
2024-05-27,1.3632,1.3668,1.3673,1.3628,NULL,-0.21%
2024-05-24,1.3661,1.3734,1.3740,1.3647,NULL,-0.50%
2024-05-23,1.3729,1.3695,1.3745,1.3655,NULL,0.26%
2024-05-22,1.3693,1.3655,1.3700,1.3624,NULL,0.30%
2024-05-21,1.3652,1.3625,1.3676,1.3613,NULL,0.22%
2024-05-20,1.3622,1.3612,1.3636,1.3595,NULL,0.10%
2024-05-17,1.3609,1.3618,1.3645,1.3600,NULL,-0.07%
2024-05-16,1.3618,1.3602,1.3643,1.3589,NULL,0.12%
2024-05-15,1.3601,1.3649,1.3662,1.3590,NULL,-0.34%
2024-05-14,1.3647,1.3667,1.3691,1.3632,NULL,-0.13%
2024-05-13,1.3665,1.3672,1.3691,1.3660,NULL,-0.04%
2024-05-10,1.3670,1.3677,1.3691,1.3634,NULL,-0.04%
2024-05-09,1.3675,1.3723,1.3739,1.3673,NULL,-0.33%
2024-05-08,1.3720,1.3727,1.3764,1.3716,NULL,-0.02%
2024-05-07,1.3723,1.3661,1.3743,1.3660,NULL,0.45%
2024-05-06,1.3662,1.3686,1.3699,1.3647,NULL,-0.16%
2024-05-03,1.3684,1.3672,1.3693,1.3609,NULL,0.10%
2024-05-02,1.3671,1.3739,1.3743,1.3668,NULL,-0.49%
2024-05-01,1.3738,1.3779,1.3785,1.3703,NULL,-0.28%
2024-04-30,1.3777,1.3662,1.3785,1.3657,NULL,0.86%
2024-04-29,1.3659,1.3671,1.3678,1.3631,NULL,-0.07%
2024-04-26,1.3669,1.3654,1.3697,1.3634,NULL,0.10%
2024-04-25,1.3655,1.3698,1.3732,1.3649,NULL,-0.33%
2024-04-24,1.3700,1.3664,1.3730,1.3654,NULL,0.29%
2024-04-23,1.3661,1.3701,1.3716,1.3655,NULL,-0.27%
2024-04-22,1.3698,1.3757,1.3757,1.3686,NULL,-0.40%
2024-04-19,1.3753,1.3768,1.3806,1.3723,NULL,-0.09%
2024-04-18,1.3765,1.3773,1.3783,1.3741,NULL,-0.04%
2024-04-17,1.3770,1.3829,1.3838,1.3758,NULL,-0.42%
2024-04-16,1.3828,1.3788,1.3848,1.3773,NULL,0.30%
2024-04-15,1.3786,1.3775,1.3795,1.3724,NULL,0.10%
2024-04-12,1.3772,1.3689,1.3789,1.3682,NULL,0.61%
2024-04-11,1.3689,1.3682,1.3727,1.3661,NULL,0.10%
2024-04-10,1.3675,1.3572,1.3704,1.3555,NULL,0.80%
2024-04-09,1.3567,1.3578,1.3600,1.3547,NULL,-0.03%
2024-04-08,1.3571,1.3590,1.3618,1.3569,NULL,-0.13%
2024-04-05,1.3588,1.3543,1.3649,1.3540,NULL,0.35%
2024-04-04,1.3541,1.3527,1.3561,1.3477,NULL,0.11%
2024-04-03,1.3526,1.3568,1.3590,1.3510,NULL,-0.28%
2024-04-02,1.3564,1.3571,1.3586,1.3555,NULL,-0.04%
2024-04-01,1.3569,1.3545,1.3588,1.3514,NULL,0.24%
2024-03-29,1.3537,1.3541,1.3563,1.3531,NULL,-0.01%
2024-03-28,1.3538,1.3568,1.3615,1.3524,NULL,-0.21%
2024-03-27,1.3567,1.3585,1.3609,1.3564,NULL,-0.11%
2024-03-26,1.3582,1.3586,1.3592,1.3552,NULL,-0.01%
2024-03-25,1.3584,1.3599,1.3615,1.3569,NULL,-0.16%
2024-03-22,1.3606,1.3532,1.3615,1.3518,NULL,0.57%
2024-03-21,1.3529,1.3493,1.3543,1.3455,NULL,0.29%
2024-03-20,1.3490,1.3567,1.3606,1.3481,NULL,-0.54%
2024-03-19,1.3563,1.3532,1.3615,1.3531,NULL,0.24%
2024-03-18,1.3531,1.3540,1.3553,1.3520,NULL,-0.07%
2024-03-15,1.3541,1.3533,1.3553,1.3509,NULL,0.07%
2024-03-14,1.3532,1.3470,1.3543,1.3459,NULL,0.47%
2024-03-13,1.3469,1.3493,1.3500,1.3458,NULL,-0.14%
2024-03-12,1.3488,1.3485,1.3527,1.3466,NULL,0.04%
2024-03-11,1.3482,1.3480,1.3511,1.3468,NULL,0.03%
2024-03-08,1.3478,1.3459,1.3499,1.3419,NULL,0.16%
2024-03-07,1.3457,1.3519,1.3527,1.3453,NULL,-0.41%
2024-03-06,1.3513,1.3592,1.3601,1.3498,NULL,-0.56%
2024-03-05,1.3589,1.3573,1.3607,1.3554,NULL,0.13%
2024-03-04,1.3571,1.3559,1.3585,1.3545,NULL,0.10%
2024-03-01,1.3557,1.3573,1.3603,1.3544,NULL,-0.13%
2024-02-29,1.3575,1.3580,1.3599,1.3540,NULL,-0.01%
2024-02-28,1.3576,1.3528,1.3607,1.3524,NULL,0.36%
2024-02-27,1.3527,1.3509,1.3541,1.3484,NULL,0.15%
2024-02-26,1.3507,1.3503,1.3530,1.3495,NULL,0.01%
2024-02-23,1.3505,1.3482,1.3519,1.3461,NULL,0.18%
2024-02-22,1.3481,1.3505,1.3510,1.3440,NULL,-0.18%
2024-02-21,1.3505,1.3524,1.3538,1.3493,NULL,-0.11%
2024-02-20,1.3520,1.3491,1.3531,1.3471,NULL,0.24%
2024-02-19,1.3488,1.3486,1.3498,1.3467,NULL,0.03%
2024-02-16,1.3484,1.3466,1.3509,1.3460,NULL,0.16%
2024-02-15,1.3463,1.3545,1.3553,1.3463,NULL,-0.58%
2024-02-14,1.3541,1.3564,1.3574,1.3530,NULL,-0.16%
2024-02-13,1.3563,1.3451,1.3588,1.3439,NULL,0.86%
2024-02-12,1.3448,1.3461,1.3477,1.3429,NULL,-0.07%
2024-02-09,1.3458,1.3463,1.3483,1.3413,NULL,0.02%
2024-02-08,1.3455,1.3463,1.3495,1.3447,NULL,-0.06%
2024-02-07,1.3463,1.3494,1.3496,1.3454,NULL,-0.21%
2024-02-06,1.3492,1.3540,1.3546,1.3476,NULL,-0.34%
2024-02-05,1.3538,1.3466,1.3545,1.3452,NULL,0.58%
2024-02-02,1.3460,1.3386,1.3477,1.3365,NULL,0.57%
2024-02-01,1.3384,1.3437,1.3465,1.3367,NULL,-0.37%
2024-01-31,1.3434,1.3401,1.3447,1.3357,NULL,0.28%
2024-01-30,1.3396,1.3419,1.3448,1.3394,NULL,-0.11%
2024-01-29,1.3411,1.3457,1.3466,1.3409,NULL,-0.29%
2024-01-26,1.3450,1.3475,1.3485,1.3413,NULL,-0.18%
2024-01-25,1.3474,1.3519,1.3536,1.3468,NULL,-0.35%
2024-01-24,1.3522,1.3462,1.3530,1.3429,NULL,0.46%
2024-01-23,1.3460,1.3480,1.3493,1.3452,NULL,-0.13%
2024-01-22,1.3478,1.3438,1.3484,1.3414,NULL,0.36%
2024-01-19,1.3429,1.3486,1.3504,1.3426,NULL,-0.42%
2024-01-18,1.3485,1.3507,1.3527,1.3479,NULL,-0.15%
2024-01-17,1.3505,1.3491,1.3543,1.3480,NULL,0.10%
2024-01-16,1.3492,1.3427,1.3503,1.3423,NULL,0.51%
2024-01-15,1.3424,1.3409,1.3449,1.3382,NULL,0.12%
2024-01-12,1.3408,1.3394,1.3413,1.3343,NULL,0.13%
2024-01-11,1.3391,1.3380,1.3444,1.3350,NULL,0.10%
2024-01-10,1.3378,1.3391,1.3397,1.3365,NULL,-0.08%
2024-01-09,1.3389,1.3346,1.3416,1.3340,NULL,0.33%
2024-01-08,1.3345,1.3347,1.3406,1.3344,NULL,-0.13%
2024-01-05,1.3362,1.3349,1.3400,1.3287,NULL,0.11%
2024-01-04,1.3347,1.3359,1.3367,1.3316,NULL,-0.04%
2024-01-03,1.3353,1.3324,1.3373,1.3317,NULL,0.23%
2024-01-02,1.3322,1.3239,1.3335,1.3228,NULL,0.65%
2024-01-01,1.3236,1.3247,1.3254,1.3234,NULL,-0.07%
2023-12-29,1.3245,1.3229,1.3266,1.3178,NULL,0.12%
2023-12-28,1.3229,1.3208,1.3237,1.3181,NULL,0.17%
2023-12-27,1.3207,1.3201,1.3221,1.3176,NULL,0.09%
2023-12-26,1.3195,1.3257,1.3264,1.3194,NULL,-0.42%
2023-12-25,1.3250,1.3267,1.3300,1.3250,NULL,-0.17%
2023-12-22,1.3272,1.3282,1.3294,1.3218,NULL,-0.06%
2023-12-21,1.3280,1.3370,1.3373,1.3275,NULL,-0.64%
2023-12-20,1.3366,1.3333,1.3372,1.3310,NULL,0.26%
2023-12-19,1.3331,1.3398,1.3402,1.3331,NULL,-0.48%
2023-12-18,1.3395,1.3365,1.3411,1.3349,NULL,0.10%
2023-12-15,1.3381,1.3409,1.3416,1.3349,NULL,-0.19%
2023-12-14,1.3406,1.3515,1.3522,1.3393,NULL,-0.82%
2023-12-13,1.3517,1.3590,1.3610,1.3494,NULL,-0.52%
2023-12-12,1.3588,1.3575,1.3620,1.3545,NULL,0.10%
2023-12-11,1.3574,1.3585,1.3606,1.3549,NULL,-0.10%
2023-12-08,1.3587,1.3598,1.3611,1.3550,NULL,-0.05%
2023-12-07,1.3594,1.3594,1.3621,1.3583,NULL,0.02%
2023-12-06,1.3591,1.3588,1.3598,1.3548,NULL,0.01%
2023-12-05,1.3590,1.3536,1.3596,1.3533,NULL,0.39%
2023-12-04,1.3537,1.3506,1.3563,1.3479,NULL,0.30%
2023-12-01,1.3497,1.3562,1.3571,1.3486,NULL,-0.48%
2023-11-30,1.3562,1.3586,1.3628,1.3551,NULL,-0.20%
2023-11-29,1.3589,1.3571,1.3616,1.3541,NULL,0.11%
2023-11-28,1.3574,1.3620,1.3623,1.3559,NULL,-0.30%
2023-11-27,1.3615,1.3636,1.3663,1.3613,NULL,-0.15%
2023-11-24,1.3635,1.3694,1.3713,1.3593,NULL,-0.42%
2023-11-23,1.3692,1.3687,1.3712,1.3650,NULL,0.03%
2023-11-22,1.3688,1.3701,1.3767,1.3685,NULL,-0.09%
2023-11-21,1.3700,1.3725,1.3733,1.3680,NULL,-0.17%
2023-11-20,1.3724,1.3714,1.3750,1.3689,NULL,0.04%
2023-11-17,1.3718,1.3755,1.3772,1.3708,NULL,-0.27%
2023-11-16,1.3755,1.3684,1.3778,1.3677,NULL,0.56%
2023-11-15,1.3678,1.3693,1.3712,1.3653,NULL,-0.10%
2023-11-14,1.3692,1.3801,1.3845,1.3684,NULL,-0.78%
2023-11-13,1.3799,1.3801,1.3833,1.3776,NULL,0.00%
2023-11-10,1.3799,1.3811,1.3856,1.3790,NULL,-0.05%
2023-11-09,1.3806,1.3795,1.3817,1.3746,NULL,0.11%
2023-11-08,1.3791,1.3768,1.3816,1.3754,NULL,0.18%
2023-11-07,1.3766,1.3700,1.3784,1.3689,NULL,0.50%
2023-11-06,1.3697,1.3670,1.3704,1.3628,NULL,0.28%
2023-11-03,1.3659,1.3739,1.3762,1.3653,NULL,-0.57%
2023-11-02,1.3737,1.3859,1.3860,1.3735,NULL,-0.86%
2023-11-01,1.3856,1.3874,1.3901,1.3841,NULL,-0.13%
2023-10-31,1.3874,1.3826,1.3894,1.3813,NULL,0.35%
2023-10-30,1.3825,1.3867,1.3878,1.3813,NULL,-0.32%
2023-10-27,1.3869,1.3831,1.3882,1.3796,NULL,0.27%
2023-10-26,1.3831,1.3796,1.3845,1.3789,NULL,0.26%
2023-10-25,1.3795,1.3736,1.3811,1.3729,NULL,0.42%
2023-10-24,1.3737,1.3688,1.3756,1.3660,NULL,0.35%
2023-10-23,1.3689,1.3711,1.3738,1.3667,NULL,-0.20%
2023-10-20,1.3716,1.3719,1.3735,1.3670,NULL,-0.01%
2023-10-19,1.3718,1.3713,1.3742,1.3679,NULL,0.02%
2023-10-18,1.3715,1.3649,1.3718,1.3617,NULL,0.48%
2023-10-17,1.3649,1.3610,1.3704,1.3606,NULL,0.29%
2023-10-16,1.3609,1.3670,1.3670,1.3606,NULL,-0.35%
2023-10-13,1.3657,1.3690,1.3696,1.3636,NULL,-0.23%
2023-10-12,1.3689,1.3594,1.3702,1.3578,NULL,0.71%
2023-10-11,1.3592,1.3584,1.3625,1.3571,NULL,0.07%
2023-10-10,1.3583,1.3590,1.3619,1.3569,NULL,-0.05%
2023-10-09,1.3590,1.3678,1.3681,1.3581,NULL,-0.52%
2023-10-06,1.3661,1.3709,1.3746,1.3644,NULL,-0.31%
2023-10-05,1.3704,1.3745,1.3787,1.3703,NULL,-0.29%
2023-10-04,1.3744,1.3708,1.3781,1.3689,NULL,0.26%
2023-10-03,1.3708,1.3676,1.3737,1.3664,NULL,0.23%
2023-10-02,1.3676,1.3573,1.3681,1.3556,NULL,0.73%
2023-09-29,1.3577,1.3489,1.3586,1.3417,NULL,0.67%
2023-09-28,1.3486,1.3498,1.3518,1.3470,NULL,-0.07%
2023-09-27,1.3496,1.3517,1.3544,1.3495,NULL,-0.14%
2023-09-26,1.3515,1.3454,1.3529,1.3448,NULL,0.45%
2023-09-25,1.3454,1.3474,1.3493,1.3453,NULL,-0.22%
2023-09-22,1.3483,1.3480,1.3493,1.3423,NULL,0.00%
2023-09-21,1.3483,1.3462,1.3525,1.3451,NULL,0.17%
2023-09-20,1.3460,1.3447,1.3479,1.3394,NULL,0.09%
2023-09-19,1.3448,1.3486,1.3491,1.3381,NULL,-0.27%
2023-09-18,1.3485,1.3523,1.3529,1.3470,NULL,-0.28%
2023-09-15,1.3523,1.3509,1.3550,1.3493,NULL,0.11%
2023-09-14,1.3508,1.3555,1.3556,1.3493,NULL,-0.28%
2023-09-13,1.3546,1.3553,1.3588,1.3521,NULL,-0.05%
2023-09-12,1.3553,1.3571,1.3594,1.3543,NULL,-0.13%
2023-09-11,1.3570,1.3632,1.3640,1.3560,NULL,-0.51%
2023-09-08,1.3640,1.3683,1.3691,1.3607,NULL,-0.30%
2023-09-07,1.3681,1.3637,1.3696,1.3632,NULL,0.34%
2023-09-06,1.3635,1.3642,1.3678,1.3622,NULL,-0.04%
2023-09-05,1.3640,1.3590,1.3670,1.3587,NULL,0.37%
2023-09-04,1.3590,1.3599,1.3606,1.3575,NULL,-0.03%
2023-09-01,1.3594,1.3508,1.3614,1.3489,NULL,0.64%
2023-08-31,1.3507,1.3533,1.3559,1.3504,NULL,-0.18%
2023-08-30,1.3531,1.3553,1.3578,1.3512,NULL,-0.16%
2023-08-29,1.3553,1.3600,1.3639,1.3550,NULL,-0.32%
2023-08-28,1.3597,1.3602,1.3613,1.3569,NULL,-0.04%
2023-08-25,1.3602,1.3583,1.3641,1.3569,NULL,0.17%
2023-08-24,1.3579,1.3526,1.3590,1.3510,NULL,0.40%
2023-08-23,1.3525,1.3550,1.3605,1.3520,NULL,-0.18%
2023-08-22,1.3550,1.3545,1.3566,1.3512,NULL,0.05%
2023-08-21,1.3543,1.3548,1.3574,1.3495,NULL,-0.07%
2023-08-18,1.3552,1.3546,1.3576,1.3524,NULL,0.05%
2023-08-17,1.3545,1.3538,1.3554,1.3495,NULL,0.07%
2023-08-16,1.3535,1.3499,1.3546,1.3474,NULL,0.28%
2023-08-15,1.3497,1.3462,1.3503,1.3439,NULL,0.28%
2023-08-14,1.3459,1.3436,1.3482,1.3433,NULL,0.16%
2023-08-11,1.3438,1.3443,1.3467,1.3411,NULL,-0.05%
2023-08-10,1.3445,1.3420,1.3451,1.3372,NULL,0.20%
2023-08-09,1.3418,1.3424,1.3455,1.3404,NULL,-0.01%
2023-08-08,1.3420,1.3369,1.3503,1.3364,NULL,0.40%
2023-08-07,1.3367,1.3373,1.3401,1.3355,NULL,-0.04%
2023-08-04,1.3373,1.3354,1.3395,1.3319,NULL,0.17%
2023-08-03,1.3350,1.3350,1.3379,1.3329,NULL,0.01%
2023-08-02,1.3348,1.3279,1.3354,1.3265,NULL,0.52%
2023-08-01,1.3279,1.3190,1.3302,1.3183,NULL,0.70%
2023-07-31,1.3187,1.3232,1.3263,1.3150,NULL,-0.50%
2023-07-28,1.3253,1.3224,1.3255,1.3201,NULL,0.21%
2023-07-27,1.3225,1.3207,1.3245,1.3158,NULL,0.14%
2023-07-26,1.3207,1.3168,1.3239,1.3167,NULL,0.31%
2023-07-25,1.3166,1.3165,1.3211,1.3146,NULL,0.00%
2023-07-24,1.3166,1.3220,1.3230,1.3150,NULL,-0.42%
2023-07-21,1.3222,1.3175,1.3228,1.3152,NULL,0.38%
2023-07-20,1.3172,1.3166,1.3196,1.3119,NULL,0.06%
2023-07-19,1.3164,1.3168,1.3195,1.3155,NULL,-0.02%
2023-07-18,1.3167,1.3197,1.3244,1.3167,NULL,-0.22%
2023-07-17,1.3196,1.3215,1.3233,1.3160,NULL,-0.15%
2023-07-14,1.3216,1.3116,1.3228,1.3091,NULL,0.82%
2023-07-13,1.3109,1.3183,1.3196,1.3103,NULL,-0.58%
2023-07-12,1.3185,1.3231,1.3236,1.3143,NULL,-0.34%
2023-07-11,1.3230,1.3279,1.3291,1.3230,NULL,-0.37%
2023-07-10,1.3279,1.3272,1.3306,1.3268,NULL,0.06%
2023-07-07,1.3271,1.3368,1.3388,1.3266,NULL,-0.72%
2023-07-06,1.3367,1.3280,1.3373,1.3274,NULL,0.67%
2023-07-05,1.3278,1.3225,1.3294,1.3219,NULL,0.42%
2023-07-04,1.3222,1.3250,1.3258,1.3203,NULL,-0.19%
2023-07-03,1.3247,1.3243,1.3275,1.3230,NULL,0.08%
2023-06-30,1.3236,1.3251,1.3285,1.3207,NULL,-0.10%
2023-06-29,1.3249,1.3257,1.3287,1.3239,NULL,-0.05%
2023-06-28,1.3256,1.3192,1.3278,1.3189,NULL,0.50%
2023-06-27,1.3190,1.3153,1.3194,1.3116,NULL,0.28%
2023-06-26,1.3153,1.3184,1.3186,1.3136,NULL,-0.21%
2023-06-23,1.3181,1.3152,1.3227,1.3143,NULL,0.25%
2023-06-22,1.3148,1.3161,1.3181,1.3138,NULL,-0.11%
2023-06-21,1.3162,1.3235,1.3247,1.3157,NULL,-0.54%
2023-06-20,1.3233,1.3214,1.3271,1.3205,NULL,0.19%
2023-06-19,1.3208,1.3204,1.3230,1.3179,NULL,0.08%
2023-06-16,1.3198,1.3220,1.3241,1.3177,NULL,-0.18%
2023-06-15,1.3222,1.3322,1.3356,1.3209,NULL,-0.75%
2023-06-14,1.3322,1.3316,1.3354,1.3271,NULL,0.06%
2023-06-13,1.3314,1.3370,1.3380,1.3285,NULL,-0.40%
2023-06-12,1.3368,1.3341,1.3385,1.3314,NULL,0.20%
2023-06-09,1.3341,1.3356,1.3373,1.3312,NULL,-0.07%
2023-06-08,1.3351,1.3371,1.3389,1.3333,NULL,-0.14%
2023-06-07,1.3370,1.3405,1.3428,1.3321,NULL,-0.25%
2023-06-06,1.3403,1.3448,1.3453,1.3390,NULL,-0.31%
2023-06-05,1.3445,1.3432,1.3463,1.3417,NULL,0.16%
2023-06-02,1.3423,1.3453,1.3454,1.3407,NULL,-0.20%
2023-06-01,1.3450,1.3572,1.3587,1.3436,NULL,-0.90%
2023-05-31,1.3572,1.3601,1.3653,1.3569,NULL,-0.18%
2023-05-30,1.3597,1.3592,1.3615,1.3567,NULL,0.07%
2023-05-29,1.3587,1.3603,1.3620,1.3583,NULL,-0.19%
2023-05-26,1.3613,1.3641,1.3655,1.3600,NULL,-0.18%
2023-05-25,1.3637,1.3595,1.3646,1.3586,NULL,0.33%
2023-05-24,1.3592,1.3508,1.3607,1.3495,NULL,0.63%
2023-05-23,1.3507,1.3506,1.3550,1.3484,NULL,0.02%
2023-05-22,1.3504,1.3499,1.3520,1.3485,NULL,0.04%
2023-05-19,1.3498,1.3503,1.3525,1.3468,NULL,-0.01%
2023-05-18,1.3500,1.3449,1.3526,1.3448,NULL,0.36%
2023-05-17,1.3451,1.3482,1.3537,1.3437,NULL,-0.23%
2023-05-16,1.3482,1.3464,1.3495,1.3404,NULL,0.13%
2023-05-15,1.3465,1.3564,1.3569,1.3459,NULL,-0.61%
2023-05-12,1.3548,1.3493,1.3566,1.3480,NULL,0.42%
2023-05-11,1.3491,1.3370,1.3497,1.3363,NULL,0.91%
2023-05-10,1.3370,1.3387,1.3415,1.3335,NULL,-0.13%
2023-05-09,1.3387,1.3372,1.3407,1.3365,NULL,0.11%
2023-05-08,1.3372,1.3385,1.3389,1.3314,NULL,-0.01%
2023-05-05,1.3373,1.3538,1.3545,1.3371,NULL,-1.21%
2023-05-04,1.3537,1.3618,1.3634,1.3519,NULL,-0.57%
2023-05-03,1.3615,1.3625,1.3641,1.3582,NULL,-0.07%
2023-05-02,1.3625,1.3546,1.3639,1.3527,NULL,0.61%
2023-05-01,1.3542,1.3545,1.3585,1.3529,NULL,-0.06%
2023-04-28,1.3550,1.3592,1.3669,1.3535,NULL,-0.30%
2023-04-27,1.3591,1.3636,1.3647,1.3588,NULL,-0.32%
2023-04-26,1.3635,1.3628,1.3653,1.3599,NULL,0.07%
2023-04-25,1.3625,1.3540,1.3649,1.3524,NULL,0.64%
2023-04-24,1.3539,1.3543,1.3569,1.3522,NULL,0.00%
